datetime,GHI,DNI,DHI,Temperature,Wind Speed,Relative Humidity
2020-01-01 07:00:00,17,23,15,25.5,3.3000000000000003,75.27
2020-01-01 07:30:00,94,111,74,26.3,3.7,71.88
2020-01-01 08:00:00,201,258,128,27.200000000000003,4.0,67.89
2020-01-01 08:30:00,302,351,167,28.4,4.3,63.370000000000005
2020-01-01 09:00:00,414,501,174,29.5,4.6000000000000005,56.16
2020-01-01 09:30:00,509,561,194,30.6,4.6000000000000005,52.74
2020-01-01 10:00:00,598,628,198,31.6,4.6000000000000005,46.84
2020-01-01 10:30:00,667,661,206,32.5,4.4,44.48
2020-01-01 11:00:00,731,716,197,33.300000000000004,4.2,42.16
2020-01-01 11:30:00,771,731,201,33.800000000000004,4.0,40.96
2020-01-01 12:00:00,662,367,369,34.300000000000004,3.8,40.21
2020-01-01 12:30:00,601,251,400,34.5,3.7,39.76
2020-01-01 13:00:00,614,292,384,34.800000000000004,3.5,39.56
2020-01-01 13:30:00,605,323,359,34.800000000000004,3.5,39.52
2020-01-01 14:00:00,543,277,344,34.800000000000004,3.4000000000000004,40.02
2020-01-01 14:30:00,512,319,301,34.6,3.3000000000000003,40.42
2020-01-01 15:00:00,418,242,274,34.4,3.3000000000000003,41.35
2020-01-01 15:30:00,354,246,227,34.0,3.2,42.27
2020-01-01 16:00:00,326,413,151,33.5,3.1,43.92
2020-01-01 16:30:00,196,202,131,32.800000000000004,2.7,45.72
2020-01-01 17:00:00,119,165,83,32.1,2.3000000000000003,48.59
2020-01-01 17:30:00,48,90,38,31.1,1.9,51.42
2020-01-02 07:00:00,31,144,22,25.3,3.8,74.16
2020-01-02 07:30:00,120,381,54,26.6,4.1000000000000005,68.69
2020-01-02 08:00:00,229,551,74,27.8,4.4,63.89
2020-01-02 08:30:00,340,654,90,29.1,4.4,59.26
2020-01-02 09:00:00,448,733,98,30.4,4.3,54.89
2020-01-02 09:30:00,547,783,106,31.4,4.2,51.86
2020-01-02 10:00:00,557,528,221,32.300000000000004,4.0,49.23
2020-01-02 10:30:00,602,469,274,32.9,3.9,47.6
2020-01-02 11:00:00,761,839,135,33.5,3.8,46.1
2020-01-02 11:30:00,682,470,316,33.800000000000004,3.7,45.29
2020-01-02 12:00:00,821,844,147,34.1,3.6,44.47
2020-01-02 12:30:00,700,459,332,34.2,3.6,44.18
2020-01-02 13:00:00,713,522,301,34.300000000000004,3.5,43.83
2020-01-02 13:30:00,767,778,174,34.300000000000004,3.4000000000000004,43.83
2020-01-02 14:00:00,616,437,301,34.300000000000004,3.4000000000000004,43.54
2020-01-02 14:30:00,616,626,200,34.1,3.3000000000000003,44.03
2020-01-02 15:00:00,570,696,154,33.800000000000004,3.2,44.47
2020-01-02 15:30:00,421,449,189,33.5,3.1,45.22
2020-01-02 16:00:00,329,414,152,33.1,3.0,45.88
2020-01-02 16:30:00,239,393,110,32.5,2.5,47.45
2020-01-02 17:00:00,132,236,80,31.8,2.0,49.86
2020-01-02 17:30:00,53,128,39,30.9,1.5,52.52
2020-01-03 07:00:00,21,0,21,24.9,3.2,69.57000000000001
2020-01-03 07:30:00,123,428,50,26.200000000000003,3.5,64.49
2020-01-03 08:00:00,231,584,68,27.6,3.8,61.24
2020-01-03 08:30:00,342,685,81,29.3,3.7,55.5
2020-01-03 09:00:00,449,749,91,30.9,3.7,50.78
2020-01-03 09:30:00,548,798,100,31.9,3.5,47.99
2020-01-03 10:00:00,617,733,151,32.9,3.2,45.8
2020-01-03 10:30:00,690,763,158,33.5,3.1,44.25
2020-01-03 11:00:00,746,776,167,34.0,2.9000000000000004,43.31
2020-01-03 11:30:00,787,790,171,34.4,2.8000000000000003,42.32
2020-01-03 12:00:00,810,799,172,34.7,2.7,41.45
2020-01-03 12:30:00,814,801,172,34.9,2.6,40.95
2020-01-03 13:00:00,788,739,204,35.0,2.5,40.56
2020-01-03 13:30:00,666,469,308,35.1,2.5,40.3
2020-01-03 14:00:00,622,453,294,35.1,2.4000000000000004,40.18
2020-01-03 14:30:00,550,401,282,34.800000000000004,2.4000000000000004,40.81
2020-01-03 15:00:00,560,642,176,34.6,2.4000000000000004,41.33
2020-01-03 15:30:00,469,592,162,34.1,2.4000000000000004,42.49
2020-01-03 16:00:00,367,519,145,33.7,2.3000000000000003,43.4
2020-01-03 16:30:00,239,384,113,32.9,2.0,45.38
2020-01-03 17:00:00,134,241,81,32.1,1.8,48.69
2020-01-03 17:30:00,59,138,44,31.1,1.5,51.52
2020-01-04 07:00:00,22,69,18,25.1,2.1,72.59
2020-01-04 07:30:00,104,239,63,26.5,2.6,66.84
2020-01-04 08:00:00,206,379,101,27.9,3.1,59.120000000000005
2020-01-04 08:30:00,313,483,129,29.200000000000003,3.4000000000000004,54.84
2020-01-04 09:00:00,418,562,150,30.5,3.7,50.06
2020-01-04 09:30:00,517,620,168,31.4,3.7,47.57
2020-01-04 10:00:00,603,662,182,32.4,3.6,45.09
2020-01-04 10:30:00,676,694,191,33.1,3.4000000000000004,43.31
2020-01-04 11:00:00,732,710,202,33.7,3.2,42.86
2020-01-04 11:30:00,774,724,209,34.2,3.0,41.65
2020-01-04 12:00:00,794,722,218,34.6,2.8000000000000003,41.16
2020-01-04 12:30:00,801,723,221,34.9,2.6,40.44
2020-01-04 13:00:00,792,745,203,35.1,2.4000000000000004,39.95
2020-01-04 13:30:00,760,733,199,35.1,2.3000000000000003,39.95
2020-01-04 14:00:00,708,707,197,35.1,2.2,39.74
2020-01-04 14:30:00,643,679,188,34.9,2.1,40.18
2020-01-04 15:00:00,563,642,177,34.7,2.0,40.54
2020-01-04 15:30:00,471,592,163,34.300000000000004,2.0,41.45
2020-01-04 16:00:00,375,562,133,33.9,2.0,42.29
2020-01-04 16:30:00,268,471,112,33.1,1.8,44.22
2020-01-04 17:00:00,161,348,83,32.2,1.6,48.21
2020-01-04 17:30:00,64,175,44,31.200000000000003,1.5,51.07
2020-01-05 07:00:00,24,80,19,25.200000000000003,3.4000000000000004,73.01
2020-01-05 07:30:00,108,275,62,26.4,3.9,68.02
2020-01-05 08:00:00,213,432,93,27.700000000000003,4.4,57.07
2020-01-05 08:30:00,322,540,117,28.8,4.3,53.54
2020-01-05 09:00:00,430,628,131,29.9,4.2,47.37
2020-01-05 09:30:00,528,684,144,30.9,3.9,44.75
2020-01-05 10:00:00,606,681,173,32.0,3.6,41.09
2020-01-05 10:30:00,682,713,184,32.7,3.3000000000000003,39.47
2020-01-05 11:00:00,741,741,188,33.4,3.0,39.02
2020-01-05 11:30:00,781,755,192,33.9,2.7,37.91
2020-01-05 12:00:00,807,772,189,34.5,2.5,37.45
2020-01-05 12:30:00,812,774,189,34.7,2.3000000000000003,37.04
2020-01-05 13:00:00,798,767,189,35.0,2.2,36.34
2020-01-05 13:30:00,766,756,186,35.1,2.1,36.1
2020-01-05 14:00:00,717,745,176,35.2,2.0,35.56
2020-01-05 14:30:00,651,719,169,35.1,1.9,35.75
2020-01-05 15:00:00,572,687,157,34.9,1.9,36.05
2020-01-05 15:30:00,479,638,145,34.5,1.9,36.85
2020-01-05 16:00:00,378,566,132,34.1,1.8,37.72
2020-01-05 16:30:00,270,475,111,33.2,1.6,39.66
2020-01-05 17:00:00,162,343,84,32.2,1.3,44.39
2020-01-05 17:30:00,64,173,44,31.200000000000003,1.3,47.01
2020-01-06 07:00:00,20,58,17,24.700000000000003,2.1,78.29
2020-01-06 07:30:00,102,228,64,26.1,2.3000000000000003,72.13
2020-01-06 08:00:00,205,373,101,27.5,2.6,62.51
2020-01-06 08:30:00,312,480,130,28.700000000000003,2.7,58.31
2020-01-06 09:00:00,419,564,151,30.0,2.8000000000000003,51.4
2020-01-06 09:30:00,517,623,167,31.0,2.8000000000000003,48.55
2020-01-06 10:00:00,616,722,156,32.1,2.8000000000000003,44.07
2020-01-06 10:30:00,692,755,165,32.800000000000004,2.6,42.33
2020-01-06 11:00:00,755,788,166,33.6,2.5,40.16
2020-01-06 11:30:00,797,802,170,34.1,2.4000000000000004,39.02
2020-01-06 12:00:00,826,826,164,34.7,2.3000000000000003,37.15
2020-01-06 12:30:00,832,828,165,35.0,2.2,36.54
2020-01-06 13:00:00,808,791,180,35.300000000000004,2.1,34.72
2020-01-06 13:30:00,777,780,177,35.4,2.0,34.5
2020-01-06 14:00:00,731,776,167,35.6,1.9,33.02
2020-01-06 14:30:00,665,751,160,35.4,1.9,33.35
2020-01-06 15:00:00,587,724,149,35.300000000000004,1.8,32.93
2020-01-06 15:30:00,493,677,138,34.9,1.8,33.660000000000004
2020-01-06 16:00:00,391,621,121,34.5,1.8,34.230000000000004
2020-01-06 16:30:00,281,532,103,33.4,1.4,36.38
2020-01-06 17:00:00,172,413,77,32.300000000000004,1.1,42.07
2020-01-06 17:30:00,70,231,43,31.0,1.1,45.32
2020-01-07 07:00:00,24,90,19,24.8,1.4,80.62
2020-01-07 07:30:00,108,298,59,26.3,1.6,73.86
2020-01-07 08:00:00,213,448,90,27.8,1.8,64.04
2020-01-07 08:30:00,323,556,113,29.200000000000003,2.0,59.06
2020-01-07 09:00:00,430,630,131,30.700000000000003,2.2,49.3
2020-01-07 09:30:00,530,687,144,31.700000000000003,2.2,46.58
2020-01-07 10:00:00,608,677,177,32.7,2.3000000000000003,41.48
2020-01-07 10:30:00,682,710,187,33.4,2.2,39.89
2020-01-07 11:00:00,742,735,193,34.1,2.2,37.07
2020-01-07 11:30:00,784,750,198,34.6,2.2,36.02
2020-01-07 12:00:00,809,760,199,35.0,2.2,34.13
2020-01-07 12:30:00,814,762,200,35.300000000000004,2.1,33.54
2020-01-07 13:00:00,800,751,202,35.6,2.1,31.96
2020-01-07 13:30:00,768,740,198,35.6,2.1,31.96
2020-01-07 14:00:00,720,727,190,35.7,2.1,31.11
2020-01-07 14:30:00,657,700,184,35.5,2.1,31.46
2020-01-07 15:00:00,577,667,172,35.300000000000004,2.1,31.52
2020-01-07 15:30:00,483,616,158,34.9,2.1,32.22
2020-01-07 16:00:00,381,552,139,34.4,2.0,33.160000000000004
2020-01-07 16:30:00,273,464,116,33.300000000000004,1.7000000000000002,35.25
2020-01-07 17:00:00,166,347,85,32.2,1.3,40.62
2020-01-07 17:30:00,66,185,44,30.9,1.3,43.76
2020-01-08 07:00:00,18,50,15,25.200000000000003,2.0,71.44
2020-01-08 07:30:00,96,204,62,26.3,2.3000000000000003,66.95
2020-01-08 08:00:00,195,336,103,27.5,2.5,60.22
2020-01-08 08:30:00,302,439,136,28.8,2.7,55.85
2020-01-08 09:00:00,404,511,162,30.0,3.0,50.91
2020-01-08 09:30:00,500,570,181,31.0,3.1,48.09
2020-01-08 10:00:00,578,572,214,32.0,3.3000000000000003,46.37
2020-01-08 10:30:00,650,606,227,32.800000000000004,3.2,44.29
2020-01-08 11:00:00,710,642,230,33.6,3.2,43.66
2020-01-08 11:30:00,751,658,236,34.2,3.1,42.19
2020-01-08 12:00:00,777,676,234,34.800000000000004,3.0,41.03
2020-01-08 12:30:00,786,678,238,35.1,2.9000000000000004,40.31
2020-01-08 13:00:00,765,637,256,35.4,2.8000000000000003,39.53
2020-01-08 13:30:00,735,626,252,35.5,2.7,39.31
2020-01-08 14:00:00,687,605,244,35.5,2.5,39.07
2020-01-08 14:30:00,623,576,233,35.300000000000004,2.4000000000000004,39.5
2020-01-08 15:00:00,547,532,223,35.1,2.3000000000000003,39.84
2020-01-08 15:30:00,403,349,218,34.6,2.1,40.96
2020-01-08 16:00:00,358,406,180,34.2,1.9,41.63
2020-01-08 16:30:00,255,323,145,33.4,1.5,43.57
2020-01-08 17:00:00,151,212,101,32.6,1.1,47.26
2020-01-08 17:30:00,57,93,46,31.8,1.0,49.43
2020-01-09 07:00:00,17,42,15,26.8,2.1,67.4
2020-01-09 07:30:00,96,188,65,28.1,2.4000000000000004,62.48
2020-01-09 08:00:00,200,355,103,29.4,2.6,53.0
2020-01-09 08:30:00,304,460,130,30.8,2.7,48.93
2020-01-09 09:00:00,412,562,145,32.1,2.8000000000000003,43.55
2020-01-09 09:30:00,509,621,161,33.0,2.7,41.41
2020-01-09 10:00:00,594,651,179,33.9,2.7,39.8
2020-01-09 10:30:00,667,684,189,34.6,2.6,38.25
2020-01-09 11:00:00,728,717,191,35.300000000000004,2.5,37.43
2020-01-09 11:30:00,770,732,195,35.7,2.3000000000000003,36.58
2020-01-09 12:00:00,795,742,198,36.1,2.2,36.16
2020-01-09 12:30:00,801,745,198,36.3,2.0,35.730000000000004
2020-01-09 13:00:00,783,704,219,36.6,1.9,35.08
2020-01-09 13:30:00,752,693,216,36.6,1.8,35.08
2020-01-09 14:00:00,704,674,210,36.7,1.7000000000000002,34.67
2020-01-09 14:30:00,640,647,201,36.4,1.6,35.24
2020-01-09 15:00:00,561,602,192,36.2,1.6,35.67
2020-01-09 15:30:00,403,341,221,35.7,1.6,36.66
2020-01-09 16:00:00,371,475,161,35.300000000000004,1.5,37.66
2020-01-09 16:30:00,235,307,129,34.5,1.2000000000000002,39.35
2020-01-09 17:00:00,138,208,89,33.6,1.0,43.89
2020-01-09 17:30:00,58,107,45,32.7,0.9,46.15
2020-01-10 07:00:00,19,59,16,26.700000000000003,1.4,71.32000000000001
2020-01-10 07:30:00,98,233,60,28.0,1.5,66.11
2020-01-10 08:00:00,202,393,94,29.4,1.7000000000000002,57.95
2020-01-10 08:30:00,309,500,120,30.700000000000003,1.8,53.8
2020-01-10 09:00:00,416,591,136,32.1,2.0,47.83
2020-01-10 09:30:00,514,648,151,33.0,2.0,45.48
2020-01-10 10:00:00,581,581,211,33.9,2.0,42.59
2020-01-10 10:30:00,603,466,277,34.6,2.0,40.93
2020-01-10 11:00:00,607,349,346,35.300000000000004,1.9,38.73
2020-01-10 11:30:00,644,353,367,35.800000000000004,1.8,37.65
2020-01-10 12:00:00,653,331,386,36.2,1.6,36.29
2020-01-10 12:30:00,488,103,405,36.4,1.5,35.9
2020-01-10 13:00:00,479,101,398,36.6,1.4,35.32
2020-01-10 13:30:00,564,226,389,36.5,1.3,35.480000000000004
2020-01-10 14:00:00,595,350,337,36.4,1.3,35.83
2020-01-10 14:30:00,566,406,289,36.2,1.3,36.22
2020-01-10 15:00:00,470,324,271,36.0,1.2000000000000002,36.95
2020-01-10 15:30:00,375,260,236,35.5,1.2000000000000002,37.97
2020-01-10 16:00:00,354,342,202,35.0,1.2000000000000002,39.75
2020-01-10 16:30:00,111,0,111,34.2,1.2000000000000002,41.54
2020-01-10 17:00:00,149,176,106,33.4,1.2000000000000002,47.23
2020-01-10 17:30:00,55,76,45,32.5,1.4,49.72
2020-01-11 07:00:00,11,20,10,27.200000000000003,1.1,79.29
2020-01-11 07:30:00,71,66,60,28.1,1.2000000000000002,75.32000000000001
2020-01-11 08:00:00,142,120,109,29.1,1.4,68.65
2020-01-11 08:30:00,244,238,154,30.200000000000003,1.4,64.46000000000001
2020-01-11 09:00:00,353,345,189,31.3,1.5,57.95
2020-01-11 09:30:00,374,206,258,32.2,1.4,55.08
2020-01-11 10:00:00,507,365,274,33.1,1.4,50.44
2020-01-11 10:30:00,575,383,307,33.9,1.3,48.2
2020-01-11 11:00:00,598,327,352,34.6,1.2000000000000002,44.19
2020-01-11 11:30:00,641,346,369,35.1,1.1,42.95
2020-01-11 12:00:00,682,378,377,35.6,1.0,40.24
2020-01-11 12:30:00,663,338,388,35.800000000000004,1.0,39.81
2020-01-11 13:00:00,637,307,390,36.0,1.0,38.42
2020-01-11 13:30:00,569,232,389,36.1,1.0,38.17
2020-01-11 14:00:00,320,29,299,36.1,1.0,37.59
2020-01-11 14:30:00,512,277,322,35.9,1.1,38.0
2020-01-11 15:00:00,462,300,277,35.6,1.1,38.29
2020-01-11 15:30:00,275,72,237,35.1,1.1,39.39
2020-01-11 16:00:00,327,336,177,34.6,1.2000000000000002,40.75
2020-01-11 16:30:00,245,337,128,33.800000000000004,1.1,42.59
2020-01-11 17:00:00,161,241,103,33.1,1.0,48.82
2020-01-11 17:30:00,65,113,50,32.300000000000004,1.3,51.11
2020-01-12 07:00:00,20,70,16,26.200000000000003,0.8,89.14
2020-01-12 07:30:00,101,264,58,27.0,0.9,85.14
2020-01-12 08:00:00,206,430,88,27.8,1.1,78.94
2020-01-12 08:30:00,315,539,111,29.1,1.1,73.23
2020-01-12 09:00:00,424,632,124,30.4,1.1,63.5
2020-01-12 09:30:00,526,690,139,31.3,1.1,60.33
2020-01-12 10:00:00,595,604,210,32.300000000000004,1.1,54.61
2020-01-12 10:30:00,670,640,222,33.0,1.1,52.46
2020-01-12 11:00:00,731,672,226,33.6,1.2000000000000002,48.870000000000005
2020-01-12 11:30:00,775,690,232,34.1,1.2000000000000002,47.48
2020-01-12 12:00:00,803,708,231,34.6,1.3,44.9
2020-01-12 12:30:00,810,710,232,34.800000000000004,1.4,44.41
2020-01-12 13:00:00,785,635,274,35.0,1.5,42.9
2020-01-12 13:30:00,548,198,394,35.1,1.6,42.63
2020-01-12 14:00:00,554,262,360,35.2,1.7000000000000002,41.54
2020-01-12 14:30:00,526,303,318,35.0,1.8,41.96
2020-01-12 15:00:00,570,565,221,34.9,1.9,41.53
2020-01-12 15:30:00,479,514,202,34.4,1.9,42.7
2020-01-12 16:00:00,380,455,176,34.0,2.0,43.79
2020-01-12 16:30:00,274,370,145,33.1,1.9,46.05
2020-01-12 17:00:00,168,263,104,32.2,1.8,52.09
2020-01-12 17:30:00,70,129,53,31.3,2.0,54.81
2020-01-13 07:30:00,36,0,36,27.200000000000003,1.7000000000000002,82.0
2020-01-13 08:00:00,77,0,77,28.200000000000003,2.1,74.56
2020-01-13 08:30:00,127,0,127,29.4,2.4000000000000004,69.58
2020-01-13 09:00:00,413,545,155,30.6,2.8000000000000003,61.04
2020-01-13 09:30:00,512,605,172,31.3,3.0,58.66
2020-01-13 10:00:00,577,532,238,32.0,3.1,54.61
2020-01-13 10:30:00,434,130,343,32.6,3.0,52.8
2020-01-13 11:00:00,716,608,258,33.1,2.9000000000000004,49.5
2020-01-13 11:30:00,759,625,265,33.5,2.7,48.41
2020-01-13 12:00:00,354,29,330,33.9,2.5,45.72
2020-01-13 12:30:00,597,223,415,34.1,2.4000000000000004,45.17
2020-01-13 13:00:00,771,595,292,34.300000000000004,2.2,43.78
2020-01-13 13:30:00,648,368,360,34.300000000000004,2.1,43.73
2020-01-13 14:00:00,558,266,360,34.300000000000004,2.0,43.13
2020-01-13 14:30:00,180,2,178,34.1,2.0,43.61
2020-01-13 15:00:00,222,12,215,33.9,2.0,43.83
2020-01-13 15:30:00,328,145,249,33.300000000000004,2.0,45.32
2020-01-13 16:00:00,367,351,208,32.800000000000004,2.0,46.96
2020-01-13 16:30:00,266,274,170,32.1,1.9,48.9
2020-01-13 17:00:00,160,178,117,31.3,1.8,54.1
2020-01-13 17:30:00,63,79,52,30.4,1.9,56.94
2020-01-14 08:00:00,190,279,114,28.3,2.0,71.2
2020-01-14 08:30:00,73,0,73,29.4,2.1,66.83
2020-01-14 09:00:00,339,300,197,30.4,2.2,60.01
2020-01-14 09:30:00,418,311,243,31.200000000000003,2.2,57.34
2020-01-14 10:00:00,499,341,281,32.0,2.3000000000000003,52.620000000000005
2020-01-14 10:30:00,644,505,289,32.5,2.2,51.17
2020-01-14 11:00:00,703,526,307,33.1,2.1,47.71
2020-01-14 11:30:00,746,544,316,33.5,2.0,46.66
2020-01-14 12:00:00,767,536,332,34.0,1.9,43.9
2020-01-14 12:30:00,774,539,334,34.2,1.8,43.42
2020-01-14 13:00:00,767,554,320,34.4,1.7000000000000002,42.01
2020-01-14 13:30:00,566,219,394,34.4,1.7000000000000002,41.97
2020-01-14 14:00:00,405,73,350,34.4,1.6,41.37
2020-01-14 14:30:00,626,478,296,34.2,1.7000000000000002,41.83
2020-01-14 15:00:00,324,69,281,34.0,1.7000000000000002,41.9
2020-01-14 15:30:00,461,387,250,33.5,1.8,43.09
2020-01-14 16:00:00,361,320,216,33.1,1.8,43.97
2020-01-14 16:30:00,259,249,170,32.300000000000004,1.8,45.98
2020-01-14 17:00:00,153,160,113,31.4,1.7000000000000002,51.6
2020-01-14 17:30:00,58,71,48,30.5,1.8,54.31
2020-01-15 07:00:00,14,33,12,25.700000000000003,1.7000000000000002,85.84
2020-01-15 07:30:00,91,163,65,26.9,1.8,80.0
2020-01-15 08:00:00,194,296,114,28.1,1.9,71.46000000000001
2020-01-15 08:30:00,302,397,152,29.200000000000003,1.8,67.13
2020-01-15 09:00:00,409,486,178,30.3,1.7000000000000002,59.3
2020-01-15 09:30:00,46,0,46,31.200000000000003,1.6,56.34
2020-01-15 10:00:00,580,507,256,32.1,1.5,50.29
2020-01-15 10:30:00,655,542,273,32.7,1.4,48.620000000000005
2020-01-15 11:00:00,410,72,356,33.300000000000004,1.4,45.56
2020-01-15 11:30:00,759,570,308,33.7,1.3,44.51
2020-01-15 12:00:00,522,134,413,34.1,1.3,42.34
2020-01-15 12:30:00,790,575,319,34.300000000000004,1.3,41.83
2020-01-15 13:00:00,786,601,298,34.6,1.2000000000000002,40.33
2020-01-15 13:30:00,756,590,293,34.6,1.2000000000000002,40.33
2020-01-15 14:00:00,581,302,356,34.7,1.2000000000000002,39.17
2020-01-15 14:30:00,649,553,266,34.5,1.3,39.61
2020-01-15 15:00:00,571,515,248,34.300000000000004,1.4,39.41
2020-01-15 15:30:00,481,467,226,33.9,1.5,40.29
2020-01-15 16:00:00,381,402,197,33.4,1.5,41.19
2020-01-15 16:30:00,275,323,160,32.5,1.5,43.31
2020-01-15 17:00:00,168,233,109,31.6,1.4,49.54
2020-01-15 17:30:00,69,117,53,30.6,1.6,52.43
2020-01-16 07:00:00,15,42,13,25.5,0.8,84.84
2020-01-16 07:30:00,92,190,62,26.8,0.8,78.59
2020-01-16 08:00:00,196,331,106,28.1,0.8,68.13
2020-01-16 08:30:00,305,436,140,29.4,1.0,63.27
2020-01-16 09:00:00,413,523,164,30.700000000000003,1.1,53.7
2020-01-16 09:30:00,513,584,184,31.6,1.2000000000000002,51.03
2020-01-16 10:00:00,589,566,227,32.6,1.4,45.49
2020-01-16 10:30:00,668,601,244,33.300000000000004,1.4,43.7
2020-01-16 11:00:00,726,617,260,33.9,1.5,40.51
2020-01-16 11:30:00,770,634,268,34.4,1.5,39.41
2020-01-16 12:00:00,796,639,275,34.800000000000004,1.5,37.45
2020-01-16 12:30:00,803,642,276,35.0,1.5,37.0
2020-01-16 13:00:00,787,616,287,35.2,1.5,35.730000000000004
2020-01-16 13:30:00,758,605,282,35.2,1.5,35.7
2020-01-16 14:00:00,555,250,367,35.2,1.5,35.11
2020-01-16 14:30:00,647,558,259,35.0,1.5,35.5
2020-01-16 15:00:00,568,516,244,34.800000000000004,1.6,35.72
2020-01-16 15:30:00,479,468,221,34.300000000000004,1.6,36.72
2020-01-16 16:00:00,377,396,195,33.800000000000004,1.7000000000000002,38.05
2020-01-16 16:30:00,272,319,157,32.800000000000004,1.7000000000000002,40.27
2020-01-16 17:00:00,165,222,109,31.8,1.7000000000000002,47.49
2020-01-16 17:30:00,67,111,52,30.700000000000003,1.9,50.54
2020-01-17 07:00:00,12,30,11,25.5,1.3,85.58
2020-01-17 07:30:00,87,152,62,26.700000000000003,1.1,79.82000000000001
2020-01-17 08:00:00,189,281,113,28.0,0.8,70.06
2020-01-17 08:30:00,296,380,153,29.4,0.9,64.62
2020-01-17 09:00:00,402,460,183,30.9,0.9,55.57
2020-01-17 09:30:00,501,520,208,31.8,1.2000000000000002,52.81
2020-01-17 10:00:00,581,532,240,32.800000000000004,1.4,48.3
2020-01-17 10:30:00,660,567,260,33.4,1.5,46.71
2020-01-17 11:00:00,715,569,284,34.0,1.6,43.72
2020-01-17 11:30:00,763,587,297,34.5,1.5,42.48
2020-01-17 12:00:00,780,557,325,34.9,1.5,40.24
2020-01-17 12:30:00,788,560,326,35.1,1.4,39.76
2020-01-17 13:00:00,647,306,397,35.2,1.3,38.72
2020-01-17 13:30:00,752,547,320,35.300000000000004,1.2000000000000002,38.51
2020-01-17 14:00:00,704,515,317,35.4,1.2000000000000002,37.89
2020-01-17 14:30:00,642,488,302,35.2,1.2000000000000002,38.31
2020-01-17 15:00:00,565,448,282,35.0,1.2000000000000002,38.74
2020-01-17 15:30:00,301,94,250,34.5,1.2000000000000002,39.83
2020-01-17 16:00:00,375,333,222,34.1,1.2000000000000002,41.14
2020-01-17 16:30:00,271,261,176,33.300000000000004,1.2000000000000002,43.01
2020-01-17 17:00:00,163,169,120,32.5,1.1,48.3
2020-01-17 17:30:00,65,78,54,31.6,1.3,50.82
2020-01-18 07:00:00,11,24,10,25.8,1.6,79.83
2020-01-18 07:30:00,82,131,61,27.1,1.7000000000000002,73.96000000000001
2020-01-18 08:00:00,184,255,115,28.3,1.8,65.49
2020-01-18 08:30:00,290,350,158,29.6,1.8,60.83
2020-01-18 09:00:00,398,443,187,30.8,1.8,54.95
2020-01-18 09:30:00,496,503,212,31.8,1.8,51.88
2020-01-18 10:00:00,587,564,225,32.9,1.7000000000000002,47.76
2020-01-18 10:30:00,663,600,239,33.6,1.7000000000000002,45.93
2020-01-18 11:00:00,724,624,250,34.4,1.7000000000000002,42.57
2020-01-18 11:30:00,768,642,257,34.9,1.7000000000000002,41.41
2020-01-18 12:00:00,795,653,260,35.4,1.6,38.93
2020-01-18 12:30:00,804,658,262,35.6,1.6,38.47
2020-01-18 13:00:00,770,554,318,35.9,1.6,36.59
2020-01-18 13:30:00,740,542,311,35.9,1.6,36.55
2020-01-18 14:00:00,694,522,301,35.9,1.6,35.78
2020-01-18 14:30:00,633,495,286,35.7,1.6,36.14
2020-01-18 15:00:00,556,457,267,35.5,1.7000000000000002,36.23
2020-01-18 15:30:00,468,411,240,35.0,1.7000000000000002,37.24
2020-01-18 16:00:00,368,342,209,34.5,1.7000000000000002,38.2
2020-01-18 16:30:00,264,270,165,33.5,1.6,40.42
2020-01-18 17:00:00,158,181,111,32.6,1.4,46.01
2020-01-18 17:30:00,63,89,50,31.5,1.6,48.95
2020-01-19 07:30:00,73,93,58,27.1,1.8,78.88
2020-01-19 08:00:00,173,193,121,28.1,2.0,69.73
2020-01-19 08:30:00,277,276,173,29.3,2.2,65.06
2020-01-19 09:00:00,386,375,207,30.4,2.4000000000000004,57.17
2020-01-19 09:30:00,483,433,238,31.3,2.4000000000000004,54.32
2020-01-19 10:00:00,556,433,278,32.2,2.4000000000000004,48.42
2020-01-19 10:30:00,630,467,299,33.0,2.4000000000000004,46.3
2020-01-19 11:00:00,693,509,307,33.800000000000004,2.3000000000000003,42.36
2020-01-19 11:30:00,737,526,317,34.300000000000004,2.2,41.21
2020-01-19 12:00:00,764,542,319,34.9,2.2,38.36
2020-01-19 12:30:00,773,546,322,35.2,2.1,37.73
2020-01-19 13:00:00,752,498,344,35.5,2.0,35.7
2020-01-19 13:30:00,725,488,337,35.6,2.0,35.47
2020-01-19 14:00:00,682,476,322,35.7,1.9,34.32
2020-01-19 14:30:00,621,450,305,35.5,1.8,34.7
2020-01-19 15:00:00,548,424,279,35.4,1.8,34.29
2020-01-19 15:30:00,456,379,245,35.0,1.8,35.050000000000004
2020-01-19 16:00:00,361,330,207,34.5,1.8,36.17
2020-01-19 16:30:00,259,262,163,33.5,1.5,38.27
2020-01-19 17:00:00,158,189,109,32.5,1.2000000000000002,43.83
2020-01-19 17:30:00,64,96,49,31.3,1.3,46.89
2020-01-20 08:00:00,11,0,11,27.3,2.5,72.42
2020-01-20 08:30:00,25,0,25,28.4,2.5,67.94
2020-01-20 09:00:00,171,8,167,29.5,2.4000000000000004,60.88
2020-01-20 09:30:00,198,9,193,30.5,2.4000000000000004,57.49
2020-01-20 10:00:00,238,14,229,31.6,2.3000000000000003,51.04
2020-01-20 10:30:00,504,223,346,32.5,2.1,48.47
